id,zpid,name,category
2,25542243,Aliso and Wood Canyons Wilderness Park,park
19,25542306,Aliso and Wood Canyons Wilderness Park,park
36,25542498,Aliso and Wood Canyons Wilderness Park,park
53,25542327,Aliso and Wood Canyons Wilderness Park,park
71,25542140,Aliso and Wood Canyons Wilderness Park,park
88,25542288,Aliso and Wood Canyons Wilderness Park,park
105,25710871,Aliso and Wood Canyons Wilderness Park,park
107,25710871,Trader Joe's,grocery store
108,25710871,Laguna Hills High School,school
115,25710871,Ralphs,grocery store
116,25710871,Aliso Viejo Middle School,school
117,25710871,Aliso Viejo Community Park,park
125,25664999,Aliso Niguel High School,school
127,25664999,Aliso and Wood Canyons Wilderness Park,park
129,25664999,Costco,grocery store
130,25664999,Whole Foods Market,grocery store
131,25664999,Laguna Niguel Elementary School,school
134,25664999,Laguna Niguel Regional Park,park
136,25664999,Ralphs,grocery store
143,25763661,Aliso and Wood Canyons Wilderness Park,park
144,25763661,Trader Joe's,grocery store
154,25763661,Don Juan Avila Elementary School,school
158,25710185,Aliso and Wood Canyons Wilderness Park,park
159,25710185,Laguna Hills High School,school
173,25550800,Aliso Niguel High School,school
175,25550800,Aliso and Wood Canyons Wilderness Park,park
177,25550800,Trader Joe's,grocery store
178,25550800,Costco,grocery store
186,25550800,Ralphs,grocery store
187,25550800,Aliso Viejo Middle School,school
188,25550800,Aliso Viejo Community Park,park
194,25710396,Aliso and Wood Canyons Wilderness Park,park
195,25710396,Laguna Hills High School,school
210,25745677,Aliso and Wood Canyons Wilderness Park,park
218,25763400,Aliso and Wood Canyons Wilderness Park,park
219,25763400,Trader Joe's,grocery store
220,25763400,Laguna Hills High School,school
226,25763400,Aliso Viejo Middle School,school
227,25763400,Aliso Viejo Community Park,park
238,25761645,Aliso and Wood Canyons Wilderness Park,park
239,25761645,Trader Joe's,grocery store
240,25761645,Laguna Hills High School,school
246,25761645,Aliso Viejo Middle School,school
247,25761645,Aliso Viejo Community Park,park
258,25774647,Aliso and Wood Canyons Wilderness Park,park
260,25774647,Trader Joe's,grocery store
261,25774647,Costco,grocery store
264,25774647,Laguna Hills High School,school
269,25774647,Aliso Viejo Middle School,school
270,25774647,Aliso Viejo Community Park,park
277,25774647,Ralphs,grocery store
278,25763330,Aliso and Wood Canyons Wilderness Park,park
279,25763330,Trader Joe's,grocery store
280,25763330,Laguna Hills High School,school
286,25763330,Aliso Viejo Middle School,school
287,25763330,Aliso Viejo Community Park,park
297,25763330,Don Juan Avila Elementary School,school
298,25543050,Aliso and Wood Canyons Wilderness Park,park
305,25763310,Aliso and Wood Canyons Wilderness Park,park
306,25763310,Laguna Hills High School,school
311,25763310,Aliso Viejo Middle School,school
312,25763310,Aliso Viejo Community Park,park
321,25763310,Don Juan Avila Elementary School,school
325,25710975,Aliso and Wood Canyons Wilderness Park,park
326,25710975,Trader Joe's,grocery store
327,25710975,Laguna Hills High School,school
334,25710975,Aliso Viejo Middle School,school
335,25710975,Aliso Viejo Community Park,park
343,25710975,Don Juan Avila Elementary School,school
345,2069355074,Aliso and Wood Canyons Wilderness Park,park
346,2069355074,Trader Joe's,grocery store
347,2069355074,Laguna Hills High School,school
354,2069355074,Aliso Viejo Middle School,school
355,2069355074,Aliso Viejo Community Park,park
363,2069355074,Don Juan Avila Elementary School,school
365,25773115,Aliso Niguel High School,school
367,25773115,Aliso and Wood Canyons Wilderness Park,park
369,25773115,Trader Joe's,grocery store
370,25773115,Costco,grocery store
377,25773115,Ralphs,grocery store
378,25773115,Aliso Viejo Middle School,school
379,25773115,Aliso Viejo Community Park,park
385,25761631,Aliso and Wood Canyons Wilderness Park,park
386,25761631,Trader Joe's,grocery store
387,25761631,Laguna Hills High School,school
393,25761631,Aliso Viejo Middle School,school
394,25761631,Aliso Viejo Community Park,park
405,25544649,Aliso and Wood Canyons Wilderness Park,park
417,25544649,Don Juan Avila Elementary School,school
421,25710138,Aliso and Wood Canyons Wilderness Park,park
422,25710138,Laguna Hills High School,school
439,25773114,Aliso Niguel High School,school
441,25773114,Aliso and Wood Canyons Wilderness Park,park
443,25773114,Trader Joe's,grocery store
444,25773114,Costco,grocery store
451,25773114,Ralphs,grocery store
452,25773114,Aliso Viejo Middle School,school
453,25773114,Aliso Viejo Community Park,park
459,25542782,Aliso and Wood Canyons Wilderness Park,park
460,25542782,Laguna Hills High School,school
465,25542782,Aliso Viejo Middle School,school
466,25542782,Aliso Viejo Community Park,park
478,25543994,Aliso and Wood Canyons Wilderness Park,park
489,25761649,Aliso and Wood Canyons Wilderness Park,park
490,25761649,Trader Joe's,grocery store
491,25761649,Laguna Hills High School,school
497,25761649,Aliso Viejo Middle School,school
498,25761649,Aliso Viejo Community Park,park
509,25667213,Aliso Niguel High School,school
511,25667213,Aliso and Wood Canyons Wilderness Park,park
513,25667213,Trader Joe's,grocery store
514,25667213,Costco,grocery store
517,25667213,Laguna Niguel Regional Park,park
520,25667213,Ralphs,grocery store
521,25667213,Aliso Viejo Middle School,school
522,25667213,Aliso Viejo Community Park,park
530,25546453,Aliso and Wood Canyons Wilderness Park,park
531,25546453,Laguna Hills High School,school
549,25710140,Aliso and Wood Canyons Wilderness Park,park
550,25710140,Laguna Hills High School,school
567,25774457,Aliso Niguel High School,school
569,25774457,Aliso and Wood Canyons Wilderness Park,park
571,25774457,Trader Joe's,grocery store
572,25774457,Costco,grocery store
574,25774457,Laguna Niguel Elementary School,school
579,25774457,Ralphs,grocery store
580,25774457,Aliso Viejo Middle School,school
581,25774457,Aliso Viejo Community Park,park
587,25773130,Aliso Niguel High School,school
589,25773130,Aliso and Wood Canyons Wilderness Park,park
591,25773130,Trader Joe's,grocery store
592,25773130,Costco,grocery store
599,25773130,Ralphs,grocery store
600,25773130,Aliso Viejo Middle School,school
601,25773130,Aliso Viejo Community Park,park
607,25745930,Aliso and Wood Canyons Wilderness Park,park
615,25710161,Aliso and Wood Canyons Wilderness Park,park
616,25710161,Laguna Hills High School,school
630,25548977,Aliso and Wood Canyons Wilderness Park,park
631,25548977,Trader Joe's,grocery store
633,25548977,Ralphs,grocery store
638,25548977,Don Juan Avila Elementary School,school
640,25549812,Aliso Niguel High School,school
641,25549812,Aliso and Wood Canyons Wilderness Park,park
643,25549812,Trader Joe's,grocery store
646,25549812,Ralphs,grocery store
653,25549812,Don Juan Avila Elementary School,school
655,25762274,Aliso and Wood Canyons Wilderness Park,park
657,25762274,Trader Joe's,grocery store
664,25762274,Ralphs,grocery store
665,25762274,Aliso Viejo Middle School,school
666,25762274,Aliso Viejo Community Park,park
675,25675717,Aliso Niguel High School,school
677,25675717,Aliso and Wood Canyons Wilderness Park,park
679,25675717,Costco,grocery store
680,25675717,Whole Foods Market,grocery store
681,25675717,Laguna Niguel Elementary School,school
684,25675717,Laguna Niguel Regional Park,park
694,25762260,Aliso and Wood Canyons Wilderness Park,park
696,25762260,Trader Joe's,grocery store
697,25762260,Laguna Hills High School,school
704,25762260,Ralphs,grocery store
705,25762260,Aliso Viejo Middle School,school
706,25762260,Aliso Viejo Community Park,park
714,25548551,Aliso and Wood Canyons Wilderness Park,park
724,25548551,Don Juan Avila Elementary School,school
727,25549147,Aliso and Wood Canyons Wilderness Park,park
735,25549147,Don Juan Avila Elementary School,school
736,25664404,Aliso Niguel High School,school
738,25664404,Aliso and Wood Canyons Wilderness Park,park
740,25664404,Trader Joe's,grocery store
741,25664404,Costco,grocery store
742,25664404,Whole Foods Market,grocery store
744,25664404,Laguna Niguel Regional Park,park
747,25664404,Ralphs,grocery store
755,25745223,Aliso and Wood Canyons Wilderness Park,park
756,25745223,Trader Joe's,grocery store
759,25745223,Ralphs,grocery store
766,25745223,Don Juan Avila Elementary School,school
769,25666541,Aliso and Wood Canyons Wilderness Park,park
770,25666541,Laguna Hills High School,school
776,25666541,Aliso Viejo Middle School,school
777,25666541,Aliso Viejo Community Park,park
789,25549637,Aliso and Wood Canyons Wilderness Park,park
796,25549637,Don Juan Avila Elementary School,school
797,25675662,Aliso Niguel High School,school
798,25675662,Aliso and Wood Canyons Wilderness Park,park
799,25675662,Whole Foods Market,grocery store
800,25675662,Laguna Niguel Regional Park,park
808,25664773,Aliso Niguel High School,school
810,25664773,Aliso and Wood Canyons Wilderness Park,park
812,25664773,Trader Joe's,grocery store
813,25664773,Costco,grocery store
820,25664773,Ralphs,grocery store
821,25664773,Aliso Viejo Middle School,school
822,25664773,Aliso Viejo Community Park,park
828,25762060,Aliso and Wood Canyons Wilderness Park,park
830,25762060,Trader Joe's,grocery store
831,25762060,Laguna Hills High School,school
838,25762060,Ralphs,grocery store
839,25762060,Aliso Viejo Middle School,school
840,25762060,Aliso Viejo Community Park,park
848,25773599,Aliso Niguel High School,school
850,25773599,Aliso and Wood Canyons Wilderness Park,park
852,25773599,Trader Joe's,grocery store
853,25773599,Costco,grocery store
859,25773599,Ralphs,grocery store
860,25773599,Aliso Viejo Middle School,school
861,25773599,Aliso Viejo Community Park,park
868,25742463,Aliso Niguel High School,school
869,25742463,Aliso and Wood Canyons Wilderness Park,park
872,25742463,Ralphs,grocery store
882,25745765,Aliso and Wood Canyons Wilderness Park,park
893,25763443,Aliso and Wood Canyons Wilderness Park,park
908,25550138,Aliso Niguel High School,school
909,25550138,Aliso and Wood Canyons Wilderness Park,park
911,25550138,Trader Joe's,grocery store
914,25550138,Ralphs,grocery store
920,25550138,Don Juan Avila Elementary School,school
923,25761426,Aliso Niguel High School,school
924,25761426,Aliso and Wood Canyons Wilderness Park,park
925,25761426,Whole Foods Market,grocery store
926,25761426,Laguna Niguel Regional Park,park
933,25664325,Aliso Niguel High School,school
935,25664325,Aliso and Wood Canyons Wilderness Park,park
937,25664325,Trader Joe's,grocery store
938,25664325,Costco,grocery store
945,25664325,Ralphs,grocery store
946,25664325,Aliso Viejo Middle School,school
947,25664325,Aliso Viejo Community Park,park
953,25710519,Aliso and Wood Canyons Wilderness Park,park
954,25710519,Trader Joe's,grocery store
955,25710519,Laguna Hills High School,school
962,25710519,Aliso Viejo Middle School,school
963,25710519,Aliso Viejo Community Park,park
973,25762048,Aliso and Wood Canyons Wilderness Park,park
975,25762048,Trader Joe's,grocery store
976,25762048,Laguna Hills High School,school
983,25762048,Ralphs,grocery store
984,25762048,Aliso Viejo Middle School,school
985,25762048,Aliso Viejo Community Park,park
993,25664954,Aliso Niguel High School,school
995,25664954,Aliso and Wood Canyons Wilderness Park,park
997,25664954,Trader Joe's,grocery store
998,25664954,Costco,grocery store
1005,25664954,Ralphs,grocery store
1006,25664954,Aliso Viejo Middle School,school
1007,25664954,Aliso Viejo Community Park,park
1013,25761779,Aliso and Wood Canyons Wilderness Park,park
1025,25664440,Aliso Niguel High School,school
1027,25664440,Aliso and Wood Canyons Wilderness Park,park
1029,25664440,Costco,grocery store
1030,25664440,Whole Foods Market,grocery store
1032,25664440,Laguna Niguel Regional Park,park
1035,25664440,Ralphs,grocery store
1043,25761562,Aliso and Wood Canyons Wilderness Park,park
1044,25761562,Trader Joe's,grocery store
1045,25761562,Laguna Hills High School,school
1050,25761562,Aliso Viejo Middle School,school
1051,25761562,Aliso Viejo Community Park,park
1061,25761562,Don Juan Avila Elementary School,school
1063,69257729,Aliso Niguel High School,school
1065,69257729,Aliso and Wood Canyons Wilderness Park,park
1067,69257729,Trader Joe's,grocery store
1068,69257729,Costco,grocery store
1074,69257729,Ralphs,grocery store
1075,69257729,Aliso Viejo Middle School,school
1076,69257729,Aliso Viejo Community Park,park
1083,25667527,Aliso Niguel High School,school
1085,25667527,Aliso and Wood Canyons Wilderness Park,park
1087,25667527,Trader Joe's,grocery store
1088,25667527,Costco,grocery store
1089,25667527,Whole Foods Market,grocery store
1091,25667527,Laguna Niguel Regional Park,park
1094,25667527,Ralphs,grocery store
1095,25667527,Aliso Viejo Community Park,park
1103,25710078,Aliso and Wood Canyons Wilderness Park,park
1104,25710078,Laguna Hills High School,school
1120,25667343,Aliso Niguel High School,school
1122,25667343,Aliso and Wood Canyons Wilderness Park,park
1124,25667343,Trader Joe's,grocery store
1125,25667343,Costco,grocery store
1128,25667343,Laguna Niguel Regional Park,park
1131,25667343,Ralphs,grocery store
1132,25667343,Aliso Viejo Middle School,school
1133,25667343,Aliso Viejo Community Park,park
1140,25548541,Aliso and Wood Canyons Wilderness Park,park
1151,25548541,Don Juan Avila Elementary School,school
1154,25550426,Aliso Niguel High School,school
1155,25550426,Aliso and Wood Canyons Wilderness Park,park
1156,25550426,Laguna Niguel Regional Park,park
1164,25665212,Aliso Niguel High School,school
1166,25665212,Aliso and Wood Canyons Wilderness Park,park
1168,25665212,Trader Joe's,grocery store
1169,25665212,Costco,grocery store
1176,25665212,Ralphs,grocery store
1177,25665212,Aliso Viejo Middle School,school
1178,25665212,Aliso Viejo Community Park,park
1184,25761508,Aliso Niguel High School,school
1186,25761508,Aliso and Wood Canyons Wilderness Park,park
1188,25761508,Whole Foods Market,grocery store
1190,25761508,Laguna Niguel Regional Park,park
1198,25761680,Aliso and Wood Canyons Wilderness Park,park
1212,25762078,Aliso and Wood Canyons Wilderness Park,park
1214,25762078,Trader Joe's,grocery store
1215,25762078,Laguna Hills High School,school
1222,25762078,Ralphs,grocery store
1223,25762078,Aliso Viejo Middle School,school
1224,25762078,Aliso Viejo Community Park,park
1232,25746033,Aliso Niguel High School,school
1233,25746033,Aliso and Wood Canyons Wilderness Park,park
1235,25746033,Trader Joe's,grocery store
1237,25746033,Ralphs,grocery store
1243,25746033,Don Juan Avila Elementary School,school
1245,25545154,Aliso and Wood Canyons Wilderness Park,park
1255,25545154,Don Juan Avila Elementary School,school
1259,25761906,Aliso and Wood Canyons Wilderness Park,park
1274,25543373,Aliso and Wood Canyons Wilderness Park,park
1290,111420601,Aliso Niguel High School,school
1291,111420601,Aliso and Wood Canyons Wilderness Park,park
1293,111420601,Trader Joe's,grocery store
1299,111420601,Ralphs,grocery store
1300,111420601,Aliso Viejo Middle School,school
1301,111420601,Aliso Viejo Community Park,park
1310,111426502,Aliso Niguel High School,school
1311,111426502,Aliso and Wood Canyons Wilderness Park,park
1313,111426502,Trader Joe's,grocery store
1319,111426502,Ralphs,grocery store
1320,111426502,Aliso Viejo Middle School,school
1321,111426502,Aliso Viejo Community Park,park
1330,51656473,Aliso and Wood Canyons Wilderness Park,park
1332,51656473,Ralphs,grocery store
1336,51656473,Don Juan Avila Elementary School,school
1338,51674909,Aliso and Wood Canyons Wilderness Park,park
1340,51674909,Ralphs,grocery store
1345,51674909,Don Juan Avila Elementary School,school
1347,54978991,Aliso Niguel High School,school
1348,54978991,Aliso and Wood Canyons Wilderness Park,park
1350,54978991,Trader Joe's,grocery store
1353,54978991,Ralphs,grocery store
1361,54978991,Don Juan Avila Elementary School,school
1363,79817951,Aliso and Wood Canyons Wilderness Park,park
1365,79817951,Trader Joe's,grocery store
1371,79817951,Ralphs,grocery store
1372,79817951,Aliso Viejo Middle School,school
1373,79817951,Aliso Viejo Community Park,park
1383,51674623,Aliso Niguel High School,school
1384,51674623,Aliso and Wood Canyons Wilderness Park,park
1386,51674623,Laguna Niguel Regional Park,park
1388,51674623,Ralphs,grocery store
1397,54979123,Aliso and Wood Canyons Wilderness Park,park
1399,54979123,Trader Joe's,grocery store
1405,54979123,Ralphs,grocery store
1406,54979123,Aliso Viejo Middle School,school
1407,54979123,Aliso Viejo Community Park,park
1417,51674901,Aliso and Wood Canyons Wilderness Park,park
1419,51674901,Ralphs,grocery store
1424,51674901,Don Juan Avila Elementary School,school
1426,54978954,Aliso Niguel High School,school
1427,54978954,Aliso and Wood Canyons Wilderness Park,park
1429,54978954,Trader Joe's,grocery store
1432,54978954,Ralphs,grocery store
1440,54978954,Don Juan Avila Elementary School,school
1442,111425743,Aliso and Wood Canyons Wilderness Park,park
1453,111425743,Don Juan Avila Elementary School,school
1457,54979110,Aliso and Wood Canyons Wilderness Park,park
1459,54979110,Trader Joe's,grocery store
1464,54979110,Ralphs,grocery store
1465,54979110,Aliso Viejo Community Park,park
1475,54979110,Don Juan Avila Elementary School,school
1477,83298477,Aliso Niguel High School,school
1478,83298477,Aliso and Wood Canyons Wilderness Park,park
1480,83298477,Trader Joe's,grocery store
1486,83298477,Ralphs,grocery store
1487,83298477,Aliso Viejo Middle School,school
1488,83298477,Aliso Viejo Community Park,park
1498,111423655,Aliso and Wood Canyons Wilderness Park,park
1510,111423655,Don Juan Avila Elementary School,school
1514,51654941,Aliso and Wood Canyons Wilderness Park,park
1515,51654941,Trader Joe's,grocery store
1517,51654941,Ralphs,grocery store
1522,51654941,Don Juan Avila Elementary School,school
1524,59727027,Aliso Niguel High School,school
1525,59727027,Aliso and Wood Canyons Wilderness Park,park
1531,25742529,Aliso Niguel High School,school
1532,25742529,Aliso and Wood Canyons Wilderness Park,park
1534,25742529,Trader Joe's,grocery store
1537,25742529,Ralphs,grocery store
1547,25549546,Aliso and Wood Canyons Wilderness Park,park
1548,25549546,Trader Joe's,grocery store
1550,25549546,Ralphs,grocery store
1555,25549546,Don Juan Avila Elementary School,school
1557,83325905,Aliso and Wood Canyons Wilderness Park,park
1559,83325905,Trader Joe's,grocery store
1565,83325905,Ralphs,grocery store
1566,83325905,Aliso Viejo Middle School,school
1567,83325905,Aliso Viejo Community Park,park
1577,111421420,Aliso Niguel High School,school
1578,111421420,Aliso and Wood Canyons Wilderness Park,park
1580,111421420,Trader Joe's,grocery store
1586,111421420,Ralphs,grocery store
1587,111421420,Aliso Viejo Middle School,school
1588,111421420,Aliso Viejo Community Park,park
1597,54979091,Aliso and Wood Canyons Wilderness Park,park
1599,54979091,Trader Joe's,grocery store
1604,54979091,Ralphs,grocery store
1605,54979091,Aliso Viejo Community Park,park
1615,54979091,Don Juan Avila Elementary School,school
1617,59727069,Aliso Niguel High School,school
1618,59727069,Aliso and Wood Canyons Wilderness Park,park
1619,59727069,Ralphs,grocery store
1626,59731249,Aliso and Wood Canyons Wilderness Park,park
1628,59731249,Trader Joe's,grocery store
1634,59731249,Ralphs,grocery store
1635,59731249,Aliso Viejo Community Park,park
1645,59731249,Don Juan Avila Elementary School,school
1646,51674803,Aliso and Wood Canyons Wilderness Park,park
1647,51674803,Trader Joe's,grocery store
1657,51674803,Don Juan Avila Elementary School,school
1660,54979073,Aliso and Wood Canyons Wilderness Park,park
1662,54979073,Trader Joe's,grocery store
1667,54979073,Ralphs,grocery store
1668,54979073,Aliso Viejo Community Park,park
1678,54979073,Don Juan Avila Elementary School,school
1681,83330940,Aliso and Wood Canyons Wilderness Park,park
1696,111421467,Aliso and Wood Canyons Wilderness Park,park
1707,111421467,Don Juan Avila Elementary School,school
1711,54978955,Aliso Niguel High School,school
1712,54978955,Aliso and Wood Canyons Wilderness Park,park
1714,54978955,Trader Joe's,grocery store
1717,54978955,Ralphs,grocery store
1725,54978955,Don Juan Avila Elementary School,school
1729,25416453,Anaheim Hills Elementary School,school
1730,25416453,Oak Canyon Nature Center,park
1752,25407811,Vons,grocery store
1753,25407811,Yorba Regional Park,park
1757,25407811,Canyon High School,school
1759,25407811,Imperial Elementary School,school
1760,25407811,El Rancho Charter Middle School,school
1765,25176278,Garden Grove High School,school
1771,25176278,Louis Lake Intermediate School,school
1774,25176278,Dr. Walter C. Ralston Intermediate School,school
1784,25416654,Anaheim Hills Elementary School,school
1785,25416654,Oak Canyon Nature Center,park
1789,344113876,Esperanza High School,school
1792,344113876,Glenknoll Elementary School,school
1798,344113876,Crescent Elementary School,school
1806,25343571,Abraham Lincoln Elementary School,school
1812,25398651,Yorba Regional Park,park
1813,25398651,Vons,grocery store
1819,25398651,Woodsboro Elementary School,school
1820,25398651,El Rancho Charter Middle School,school
1832,25344262,Albertsons,grocery store
1847,25225837,Louis Lake Intermediate School,school
1859,25406741,Canyon Rim Elementary School,school
1860,25406741,Oak Canyon Nature Center,park
1862,25408540,Yorba Regional Park,park
1865,25408540,Woodsboro Elementary School,school
1866,25408540,El Rancho Charter Middle School,school
1879,25414794,Vons,grocery store
1884,25414794,Canyon High School,school
1885,25414794,Imperial Elementary School,school
1889,25417189,Canyon Rim Elementary School,school
1890,25417189,Oak Canyon Nature Center,park
1892,111420892,Yorba Regional Park,park
1899,111420892,Woodsboro Elementary School,school
1900,111420892,El Rancho Charter Middle School,school
1904,25406719,Canyon Rim Elementary School,school
1905,25406719,Oak Canyon Nature Center,park
1909,25416605,Anaheim Hills Elementary School,school
1910,25416605,Oak Canyon Nature Center,park
1925,25416249,Anaheim Hills Elementary School,school
1926,25416249,Oak Canyon Nature Center,park
1929,25389067,Esperanza High School,school
1933,25389067,Glenknoll Elementary School,school
1940,25414143,Vons,grocery store
1944,25414143,Canyon High School,school
1945,25414143,Imperial Elementary School,school
1948,25414143,Crescent Elementary School,school
1950,25414285,Vons,grocery store
1954,25414285,Canyon High School,school
1956,25414285,Imperial Elementary School,school
1958,25414285,Crescent Elementary School,school
1959,25686271,Vons,grocery store
1963,25686271,Nohl Canyon Elementary School,school
1976,25344238,Albertsons,grocery store
2001,25415211,Vons,grocery store
2005,25415211,Canyon High School,school
2006,25415211,Imperial Elementary School,school
2009,25415211,Crescent Elementary School,school
2012,25416323,Anaheim Hills Elementary School,school
2013,25416323,Oak Canyon Nature Center,park
2018,25416465,Anaheim Hills Elementary School,school
2019,25416465,Oak Canyon Nature Center,park
2021,25415755,Vons,grocery store
2025,25415755,Canyon High School,school
2026,25415755,Imperial Elementary School,school
2031,25409537,Nohl Canyon Elementary School,school
2035,25412474,Vons,grocery store
2039,25412474,Canyon High School,school
2041,25412474,Imperial Elementary School,school
2043,25412474,Crescent Elementary School,school
2058,25409592,Crescent Elementary School,school
2061,25416418,Anaheim Hills Elementary School,school
2062,25416418,Oak Canyon Nature Center,park
2067,2053263679,Anaheim Hills Elementary School,school
2068,2053263679,Oak Canyon Nature Center,park
2074,25409510,Nohl Canyon Elementary School,school
2078,25414430,Vons,grocery store
2079,25414430,Yorba Regional Park,park
2083,25414430,Canyon High School,school
2085,25414430,Imperial Elementary School,school
2086,25414430,El Rancho Charter Middle School,school
2090,25688906,Esperanza High School,school
2093,25688906,Glenknoll Elementary School,school
2099,25688906,Crescent Elementary School,school
2102,25408254,Vons,grocery store
2103,25408254,Yorba Regional Park,park
2107,25408254,Canyon High School,school
2109,25408254,Imperial Elementary School,school
2110,25408254,El Rancho Charter Middle School,school
2119,25344235,Albertsons,grocery store
2126,25418018,Canyon Rim Elementary School,school
2127,25418018,Oak Canyon Nature Center,park
2131,25165202,Canyon High School,school
2134,25165202,Imperial Elementary School,school
2140,25165146,Anaheim Hills Elementary School,school
2141,25165146,Oak Canyon Nature Center,park
2147,25165112,Anaheim Hills Elementary School,school
2148,25165112,Imperial Elementary School,school
2149,25165112,Oak Canyon Nature Center,park
2154,25165030,Anaheim Hills Elementary School,school
2155,25165030,Oak Canyon Nature Center,park
2158,25415752,Vons,grocery store
2162,25415752,Canyon High School,school
2163,25415752,Imperial Elementary School,school
2166,25406826,Canyon Rim Elementary School,school
2167,25406826,El Rancho Charter Middle School,school
2168,25406826,Oak Canyon Nature Center,park
2170,25415619,Vons,grocery store
2174,25415619,Canyon High School,school
2176,25415619,Imperial Elementary School,school
2179,25726722,Canyon Rim Elementary School,school
2180,25726722,Oak Canyon Nature Center,park
2183,25726732,Canyon Rim Elementary School,school
2184,25726732,Oak Canyon Nature Center,park
2203,25726725,Canyon Rim Elementary School,school
2204,25726725,Oak Canyon Nature Center,park
2207,2123737341,Canyon Rim Elementary School,school
2208,2123737341,Oak Canyon Nature Center,park
2215,111425782,Nohl Canyon Elementary School,school
2217,111425782,Crescent Elementary School,school
2221,25731604,Cypress High School,school
2239,111423063,Costco,grocery store
2240,111423063,Yorba Regional Park,park
2241,111423063,Vons,grocery store
2245,111423063,Sprouts Farmers Market,grocery store
2249,111423063,Ralphs,grocery store
2253,25412396,Nohl Canyon Elementary School,school
2255,25412396,Crescent Elementary School,school
2260,25763856,Canyon High School,school
2262,25763856,Imperial Elementary School,school
2278,25750585,Walt Disney Elementary School,school
2291,25412522,Vons,grocery store
2295,25412522,Canyon High School,school
2297,25412522,Imperial Elementary School,school
2299,25412522,Crescent Elementary School,school
2301,25417975,Anaheim Hills Elementary School,school
2302,25417975,Oak Canyon Nature Center,park
2310,25740936,Chaparral Park,park
2323,25415453,Vons,grocery store
2327,25415453,Canyon High School,school
2329,25415453,Imperial Elementary School,school
2333,25165310,Canyon High School,school
2336,25165310,Anaheim Hills Elementary School,school
2337,25165310,Imperial Elementary School,school
2338,25165310,Oak Canyon Nature Center,park
2340,25406027,Yorba Regional Park,park
2341,25406027,Vons,grocery store
2345,25406027,El Rancho Charter Middle School,school
2347,25403563,Yorba Regional Park,park
2348,25403563,Vons,grocery store
2351,25403563,El Rancho Charter Middle School,school
2352,25403563,Sprouts Farmers Market,grocery store
2356,25403563,Ralphs,grocery store
2357,25416019,Vons,grocery store
2361,25416019,Canyon High School,school
2363,25416019,Imperial Elementary School,school
2368,25417884,Anaheim Hills Elementary School,school
2369,25417884,Oak Canyon Nature Center,park
2371,25731801,Vons,grocery store
2382,25731801,Parkview Elementary School,school
2390,25406516,Yorba Regional Park,park
2393,25406516,El Rancho Charter Middle School,school
2396,25739076,Vons,grocery store
2406,25739076,Parkview Elementary School,school
2415,25417997,Anaheim Hills Elementary School,school
2416,25417997,Oak Canyon Nature Center,park
2421,25415986,Canyon High School,school
2423,25415986,Imperial Elementary School,school
2426,25415454,Vons,grocery store
2430,25415454,Canyon High School,school
2432,25415454,Imperial Elementary School,school
2438,25165141,Anaheim Hills Elementary School,school
2439,25165141,Oak Canyon Nature Center,park
2443,25165305,Canyon High School,school
2446,25165305,Anaheim Hills Elementary School,school
2447,25165305,Imperial Elementary School,school
2448,25165305,Oak Canyon Nature Center,park
2451,25726723,Canyon Rim Elementary School,school
2452,25726723,Oak Canyon Nature Center,park
2454,25415489,Vons,grocery store
2458,25415489,Canyon High School,school
2460,25415489,Imperial Elementary School,school
2466,25165423,Anaheim Hills Elementary School,school
2467,25165423,Imperial Elementary School,school
2468,25165423,Oak Canyon Nature Center,park
2475,25412661,Nohl Canyon Elementary School,school
2477,25412661,Crescent Elementary School,school
2480,25659042,Costco,grocery store
2481,25659042,Yorba Regional Park,park
2482,25659042,Vons,grocery store
2486,25659042,Sprouts Farmers Market,grocery store
2488,25659042,Running Springs Elementary School,school
2491,25659042,Ralphs,grocery store
2494,25404419,Canyon Rim Elementary School,school
2496,25404419,Running Springs Elementary School,school
2500,25404419,Ralphs,grocery store
2504,25660985,Running Springs Elementary School,school
2508,25660985,Ralphs,grocery store
2511,25661379,Canyon Rim Elementary School,school
2515,25661379,Running Springs Elementary School,school
2519,25661379,Ralphs,grocery store
2521,25405181,Vons,grocery store
2523,25405181,Canyon Rim Elementary School,school
2529,25405181,Ralphs,grocery store
2532,25407239,Canyon Rim Elementary School,school
2535,25407239,Oak Canyon Nature Center,park
2539,25407239,Ralphs,grocery store
2542,25657347,Vons,grocery store
2548,25657347,Albertsons,grocery store
2549,25657347,Abraham Lincoln Elementary School,school
2560,25407223,Canyon Rim Elementary School,school
2563,25407223,Oak Canyon Nature Center,park
2566,25407223,Ralphs,grocery store
2569,25726860,Canyon Rim Elementary School,school
2570,25726860,Oak Canyon Nature Center,park
2572,25659113,Costco,grocery store
2573,25659113,Yorba Regional Park,park
2574,25659113,Vons,grocery store
2578,25659113,Sprouts Farmers Market,grocery store
2580,25659113,Running Springs Elementary School,school
2583,25659113,Ralphs,grocery store
2585,25659321,Running Springs Elementary School,school
2587,25659321,Ralphs,grocery store
2588,25406353,Yorba Regional Park,park
2589,25406353,Vons,grocery store
2593,25406353,Woodsboro Elementary School,school
2594,25406353,El Rancho Charter Middle School,school
2598,25662442,Canyon Rim Elementary School,school
2601,25662442,Running Springs Elementary School,school
